,date,activity,gender,number,x_axis,y_axis,z_axis,axis_avg
4024,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4025,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4026,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4027,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4028,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4029,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4030,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4031,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4032,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4033,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4034,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,51.0,41.666666666666664
4035,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4036,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4037,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4038,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4039,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4040,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4041,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4042,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4043,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4044,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4045,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4046,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4047,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4048,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,53.0,42.0
4049,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4050,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4051,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4052,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,51.0,41.666666666666664
4053,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4054,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4055,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4056,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4057,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4058,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,51.0,41.333333333333336
4059,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4060,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4061,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4062,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4063,2011-03-24-13-17-42,eat_meat,f,1,33.0,41.0,51.0,41.666666666666664
4064,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4065,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4066,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4067,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4068,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4069,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4070,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,51.0,41.333333333333336
4071,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4072,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4073,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4074,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4075,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4076,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,53.0,41.333333333333336
4077,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4078,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,52.0,41.666666666666664
4079,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4080,2011-03-24-13-17-42,eat_meat,f,1,32.0,40.0,52.0,41.333333333333336
4081,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4082,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4083,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4084,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,52.0,42.0
4085,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4086,2011-03-24-13-17-42,eat_meat,f,1,32.0,39.0,52.0,41.0
4087,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4088,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4089,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4090,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4091,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4092,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,52.0,41.666666666666664
4093,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,52.0,41.666666666666664
4094,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,52.0,42.0
4095,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4096,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,53.0,41.333333333333336
4097,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4098,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4099,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4100,2011-03-24-13-17-42,eat_meat,f,1,32.0,37.0,52.0,40.333333333333336
4101,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,51.0,41.666666666666664
4102,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4103,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4104,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,53.0,42.0
4105,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4106,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4107,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4108,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4109,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4110,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4111,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4112,2011-03-24-13-17-42,eat_meat,f,1,32.0,37.0,52.0,40.333333333333336
4113,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4114,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4115,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,52.0,41.666666666666664
4116,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,51.0,41.666666666666664
4117,2011-03-24-13-17-42,eat_meat,f,1,32.0,39.0,52.0,41.0
4118,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,50.0,41.0
4119,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4120,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4121,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,52.0,42.0
4122,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4123,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4124,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4125,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4126,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4127,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4128,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4129,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4130,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4131,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4132,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4133,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4134,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4135,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4136,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4137,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,51.0,41.333333333333336
4138,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4139,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4140,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4141,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4142,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4143,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4144,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4145,2011-03-24-13-17-42,eat_meat,f,1,32.0,38.0,52.0,40.666666666666664
4146,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4147,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4148,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,53.0,41.666666666666664
4149,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4150,2011-03-24-13-17-42,eat_meat,f,1,35.0,37.0,52.0,41.333333333333336
4151,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4152,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4153,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4154,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4155,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4156,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4157,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,53.0,42.333333333333336
4158,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4159,2011-03-24-13-17-42,eat_meat,f,1,33.0,40.0,52.0,41.666666666666664
4160,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4161,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4162,2011-03-24-13-17-42,eat_meat,f,1,32.0,39.0,52.0,41.0
4163,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4164,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4165,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4166,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4167,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4168,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4169,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4170,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4171,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4172,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,51.0,41.333333333333336
4173,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4174,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4175,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4176,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4177,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4178,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,53.0,41.333333333333336
4179,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,53.0,41.333333333333336
4180,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,53.0,41.666666666666664
4181,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,53.0,41.333333333333336
4182,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,53.0,42.0
4183,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4184,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4185,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4186,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4187,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4188,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4189,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4190,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4191,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4192,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4193,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4194,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4195,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4196,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4197,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4198,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4199,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,53.0,41.333333333333336
4200,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4201,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4202,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4203,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4204,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4205,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4206,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4207,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4208,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,50.0,40.666666666666664
4209,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4210,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4211,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4212,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4213,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,53.0,42.333333333333336
4214,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4215,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4216,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4217,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4218,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4219,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4220,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4221,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4222,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4223,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4224,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4225,2011-03-24-13-17-42,eat_meat,f,1,35.0,40.0,54.0,43.0
4226,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4227,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4228,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4229,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4230,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,53.0,41.333333333333336
4231,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4232,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4233,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4234,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4235,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4236,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4237,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4238,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4239,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,51.0,41.333333333333336
4240,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4241,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4242,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4243,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4244,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4245,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4246,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4247,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4248,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,52.0,42.0
4249,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4250,2011-03-24-13-17-42,eat_meat,f,1,35.0,37.0,51.0,41.0
4251,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4252,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4253,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4254,2011-03-24-13-17-42,eat_meat,f,1,35.0,37.0,53.0,41.666666666666664
4255,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4256,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4257,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,53.0,41.666666666666664
4258,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4259,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4260,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4261,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4262,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4263,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4264,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4265,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4266,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4267,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4268,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4269,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4270,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4271,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4272,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4273,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4274,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4275,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4276,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4277,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4278,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,51.0,40.666666666666664
4279,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,51.0,41.0
4280,2011-03-24-13-17-42,eat_meat,f,1,34.0,40.0,52.0,42.0
4281,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4282,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,51.0,41.333333333333336
4283,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4284,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4285,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4286,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4287,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4288,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,53.0,42.0
4289,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4290,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4291,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4292,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4293,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4294,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4295,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4296,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,51.0,40.666666666666664
4297,2011-03-24-13-17-42,eat_meat,f,1,36.0,37.0,51.0,41.333333333333336
4298,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4299,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4300,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4301,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4302,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4303,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4304,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4305,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4306,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4307,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4308,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,51.0,41.333333333333336
4309,2011-03-24-13-17-42,eat_meat,f,1,35.0,37.0,53.0,41.666666666666664
4310,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4311,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4312,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,53.0,41.333333333333336
4313,2011-03-24-13-17-42,eat_meat,f,1,35.0,37.0,52.0,41.333333333333336
4314,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4315,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4316,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4317,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4318,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4319,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,53.0,42.0
4320,2011-03-24-13-17-42,eat_meat,f,1,33.0,37.0,52.0,40.666666666666664
4321,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4322,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4323,2011-03-24-13-17-42,eat_meat,f,1,33.0,39.0,52.0,41.333333333333336
4324,2011-03-24-13-17-42,eat_meat,f,1,35.0,36.0,52.0,41.0
4325,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,51.0,41.0
4326,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,53.0,41.333333333333336
4327,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4328,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4329,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,53.0,41.666666666666664
4330,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
4331,2011-03-24-13-17-42,eat_meat,f,1,34.0,38.0,52.0,41.333333333333336
4332,2011-03-24-13-17-42,eat_meat,f,1,34.0,39.0,52.0,41.666666666666664
4333,2011-03-24-13-17-42,eat_meat,f,1,35.0,38.0,52.0,41.666666666666664
4334,2011-03-24-13-17-42,eat_meat,f,1,33.0,38.0,52.0,41.0
4335,2011-03-24-13-17-42,eat_meat,f,1,34.0,37.0,52.0,41.0
4336,2011-03-24-13-17-42,eat_meat,f,1,35.0,39.0,52.0,42.0
